"необязательность, благородство, интроверсия"|"честность, доброта, отзывчивость"|"безразличие, безответственность, нетерпеливость"|Северус Романова: романтичный и мечтательный|Когда навязывают свою помощь
"ранимость, порядочность, щедрость"|"креативность, смелость, эмпатия"|"высокомерие, жадность, упрямство"|Лея Вейн: веселый и остроумный|Агрессивными
"великодушие, справедливость, неприметность"|"эмпатия, честность, общительность"|"грубость, трусость, ветреность"|Гарфилд Роджерс: веселый и остроумный|"Не люблю, когда игнорируют личные границы"
"чувство юмора, вдумчивость"|"честность, креативность, справедливость"|"обидчивость, лень, раздражительность"|Элизабет Оди: творческий и вдохновляющий|Сложно с собеседниками без чувства юмора
"прямолинейность, эмпатия"|"щедрость, жизнерадостность, сдержанность"|"грубость, безразличие, агрессивность"|Стив Кurry: спокойный и наблюдательный|Сложно с людьми с завышенным ЧСВ
"скрытность, смелость"|"жизнерадостность, отзывчивость, уверенность"|"безответственность, эгоизм, грубость"|Джеймс Романова: решительный и преданный|С типами с комплексом превосходства
"обаятельность, гуманность, молчаливость"|"рассудительность, великодушие, честность"|"вспыльчивость, безответственность, упрямство"|Шерлок Грейнджер: романтичный и мечтательный|Не нахожу контакта с скептиками
"терпеливость, альтруизм"|"отзывчивость, великодушие, честность"|"лень, высокомерие, неряшливость"|Люк Тайлер: изобретательный и харизматичный|"Типами, которые которые все знают лучше"
"рассудительность, неуверенность, справедливость, ранимость"|"отзывчивость, честность, доброта"|"агрессивность, высокомерие, лень"|Роза Холмс: веселый и остроумный|Чаще всего это людьми
"гибкость, вспыльчивость"|"жизнерадостность, смелость, эмпатия"|"безответственность, агрессивность, неряшливость"|Спок Теннант: творческий и вдохновляющий|"Те, кто говорят только о себе"
"болтливость, доброта"|"доброта, терпеливость, скромность"|"высокомерие, пессимизм, эгоизм"|Роза Нобл: практичный и надежный|Занудами собеседниками
"чувство юмора, общительность, вдумчивость, корыстолюбие"|"отзывчивость, целеустремлённость, трудолюбие"|"неряшливость, безразличие, упрямство"|Дамблдор Холмс: практичный и надежный|Товарищами с комплексом превосходства
деликатность|"уверенность, отзывчивость, трудолюбие"|"трусость, нетерпеливость, обидчивость"|Дарси Поттер: практичный и надежный|"Собеседниками, которые проецируют свои проблемы"
"миролюбие, зависть, сдержанность"|"уверенность, отзывчивость, прагматизм"|"агрессивность, лживость, амбициозность"|Люк Куинн: страстный и принципиальный|Лицемерами - это проблема
"занудство, гибкость"|"жизнерадостность, доброта, креативность"|"лживость, грубость, обидчивость"|Лея Грейнджер: тактичный и проницательный|Если человек перекручивают слова
"интроверсия, аккуратность, щедрость"|"отзывчивость, уверенность, скромность"|"вспыльчивость, лживость, высокомерие"|Джон Снейп: сильный и благородный|Педантами
"эмпатия, креативность, безответственность"|"ответственность, общительность, эмпатия"|"обидчивость, лживость, педантичность"|Дарси Лейн: элегантный и утонченный|"Типами, которые проецируют свои проблемы"
"настойчивость, интроверсия"|"уверенность, скромность, экстраверсия"|"грубость, обидчивость, ветреность"|Джокер Нобл: практичный и надежный|Сложно с персонами с кучей предрассудков
"скептицизм, чёрствость, терпеливость, искренность"|"ответственность, щедрость, надёжность"|"трусость, пессимизм, ветреность"|Гарфилд Вейн: творческий и вдохновляющий|Когда прикидываются жертвами
чувство юмора|"ответственность, отзывчивость, общительность"|"раздражительность, высокомерие, безответственность"|Северус Роджерс: творческий и вдохновляющий|Постоянно жалующимися - это проблема
скромность|"интроверсия, уверенность, смелость"|"высокомерие, зависть, неряшливость"|Джон Старк: веселый и остроумный|Трудно с занудами
"щедрость, благородство, педантичность"|"смелость, великодушие, скромность"|"безответственность, грубость, высокомерие"|Дамблдор Грейнджер: храбрый и умный|Пессимистами людьми
"прямолинейность, благородство, трудолюбие"|"справедливость, оптимизм, щедрость"|"нерешительность, раздражительность, высокомерие"|Дарси Куинн: творческий и вдохновляющий|Вечно недовольными - это проблема
"трудолюбие, эгоизм, практичность"|"справедливость, доброта, уверенность"|"лень, высокомерие, лживость"|Черепашка Бейн: творческий и вдохновляющий|Если человек преувеличивают проблемы
"скромность, небрежность, благородство"|"справедливость, доброта, педантичность"|"эгоизм, пессимизм, зависть"|Донна Лейн: оптимистичный и энергичный|С типами со стереотипным мышлением
"трудолюбие, зависть, серьёзность"|"трудолюбие, тактичность, уверенность"|"грубость, безразличие, зависть"|Джон Женщина: спокойный и наблюдательный|С циничными ко всему типами
"безразличие, внимательность"|"надёжность, терпеливость, целеустремлённость"|"нерешительность, лживость, неряшливость"|Черепашка Теннант: решительный и преданный|Индивидами без эмпатии
"оптимизм, внимательность, жадность, холеричность"|"трудолюбие, оптимизм, справедливость"|"вспыльчивость, эгоизм, лень"|Шреддер Соло: веселый и остроумный|Педантами - это проблема
"безответственность, трудолюбие, скрытность"|"жизнерадостность, скромность, оптимизм"|"лживость, эгоизм, безответственность"|Наташа Бонд: альтруистичный и самоотверженный|Не нахожу контакта с нытиками
"настойчивость, ответственность"|"надёжность, щедрость, смелость"|"мечтательность, лживость, высокомерие"|Гарфилд Кurry: загадочный и глубокий|Кто постоянно критикуют
"доброта, безответственность"|"надёжность, честность, великодушие"|"ветреность, неряшливость, нерешительность"|Северус Уизли: чуткий и заботливый|Если человек не слышит других
"вдохновлённость, стрессоустойчивость, инфантильность, индифферентность"|"ответственность, эмпатия, уверенность"|"неряшливость, жадность, интроверсия"|Гарри Арбакл: элегантный и утонченный|Если человек игнорируют факты
"аккуратность, деликатность, зависть"|"терпеливость, доброта, скромность"|"зависть, нерешительность, безразличие"|Гендальф Соло: элегантный и утонченный|Неуверенными в себе товарищами
"неприметность, честность"|"щедрость, надёжность, великодушие"|"трусость, неряшливость, зависть"|Лоис Скайуокер: тактичный и проницательный|С персонами с негативным настроем
"чуткость, общительность, подозрительность, скрытность"|"целеустремлённость, надёжность, честность"|"зависть, лень, жадность"|Шреддер Уизли: изобретательный и харизматичный|Обычно это агрессивными
"интроверсия, фанатизм, рассудительность, оптимизм"|"целеустремлённость, креативность, скромность"|"ветреность, высокомерие, зависть"|Джеймс Теннант: веселый и остроумный|Когда переходят на личности
"расчётливость, благородство, оптимизм"|"смелость, честность, скромность"|"трусость, лживость, зависть"|Джон Роджерс: творческий и вдохновляющий|"Не люблю, когда прикидываются жертвами"
"осторожность, подозрительность, аккуратность"|"смелость, честность, терпеливость"|"высокомерие, ветреность, неряшливость"|Черепашка Бейн: решительный и преданный|"Индивидами, которые не признают ошибки"
"эгоизм, молчаливость, ответственность"|"уверенность, креативность, смелость"|"интроверсия, пессимизм, обидчивость"|Арагорн Бонд: романтичный и мечтательный|Упрямыми как осел
"непринуждённость, рассудительность"|"справедливость, тактичность, скромность"|"безответственность, агрессивность, зависть"|Фродо Микеланджело: хитрый и находчивый|"Те, у кого с негативным настроем"
организованность|"уверенность, смелость, великодушие"|"эгоизм, нерешительность, импульсивность"|Лея Оди: веселый и остроумный|"Те, кто постоянно критикуют"
"пластичность, болтливость, честность, справедливость"|"доброта, целеустремлённость, отзывчивость"|"интроверсия, безразличие, агрессивность"|Хан Микеланджело: веселый и остроумный|"Не люблю, когда приписывают плохие мотивы"
доброта|"эмпатия, прагматизм, ответственность"|"пессимизм, зависть, трусость"|Флэш Оди: загадочный и глубокий|С излишне самоуверенными индивидами
"деликатность, интроверсия"|"щедрость, оптимизм, отзывчивость"|"нетерпеливость, зависть, трусость"|Хан Женщина: сильный и благородный|Лицемерами типами
"щедрость, эгоизм"|"великодушие, уверенность, честность"|"вспыльчивость, безразличие, ранимость"|Лея Уизли: тактичный и проницательный|Лентяями типами
"ответственность, бескорыстие"|"честность, смелость, отзывчивость"|"вспыльчивость, зависть, раздражительность"|Дарси Уотсон: адаптивный и гибкий|Когда говорят только о себе
"серьёзность, честность, терпеливость"|"целеустремлённость, смелость, тактичность"|"раздражительность, жадность, лень"|Донна Грейнджер: творческий и вдохновляющий|С высокомерными собеседниками
"доброта, рефлексивность, зависть"|"эмпатия, доброта, скромность"|"эгоизм, нетерпеливость, вспыльчивость"|Джеймс Нобл: настойчивый и целеустремленный|Собеседниками со стереотипным мышлением
"справедливость, гибкость, конфликтность"|"трудолюбие, уверенность, общительность"|"амбициозность, обидчивость, пессимизм"|Джон Кurry: практичный и надежный|Не нахожу контакта с обидчивыми
"ранимость, пессимизм, уважительность"|"терпеливость, великодушие, общительность"|"нетерпеливость, нерешительность, безразличие"|Джокер Аллен: храбрый и умный|С склочниками собеседниками
"обаятельность, апатичность, интроверсия"|"эмпатия, скромность, трудолюбие"|"безразличие, грубость, нерешительность"|Чудо Лейн: альтруистичный и самоотверженный|Болтунами типами
"дисциплинированность, ответственность"|"надёжность, уверенность, жизнерадостность"|"безразличие, эгоизм, прямолинейность"|Гимли Скайуокер: тактичный и проницательный|Когда не признают ошибки
"назойливость, расчётливость, терпеливость, тактичность"|"трудолюбие, эмпатия, честность"|"эгоизм, упрямство, пессимизм"|Черепашка Кurry: добрый и мудрый|Слишком серьезными
"целеустремлённость, отзывчивость"|"смелость, уверенность, сдержанность"|"пессимизм, упрямство, нетерпеливость"|Флэш Роджерс: настойчивый и целеустремленный|Агрессивными
"азартность, порядочность, эмпатия"|"честность, жизнерадостность, эмпатия"|"трусость, зависть, обидчивость"|Сэм Холмс: решительный и преданный|С скептиками товарищами
"осторожность, общительность, скромность, назойливость"|"трудолюбие, креативность, целеустремлённость"|"зависть, обидчивость, высокомерие"|Джон Роджерс: добрый и мудрый|Слишком серьезными персонами
"креативность, верность, фанатизм"|"скромность, креативность, терпеливость"|"жадность, нетерпеливость, зависть"|Флэш Аллен: сильный и благородный|С персонами без эмпатии
"справедливость, оптимизм, нерешительность"|"эмпатия, общительность, доброта"|"жадность, нерешительность, высокомерие"|Фродо Вейн: решительный и преданный|Если человек приписывают плохие мотивы
"вдумчивость, ответственность, креативность"|"эмпатия, креативность, скромность"|"эгоизм, нерешительность, жадность"|Арагорн Уотсон: загадочный и глубокий|С типами с кучей предрассудков
"альтруизм, недоверчивость"|"великодушие, честность, отзывчивость"|"пессимизм, раздражительность, жадность"|Бэтмен Вейн: страстный и принципиальный|Кто не умеют слушать
"великодушие, уважительность"|"честность, оптимизм, щедрость"|"вспыльчивость, эгоизм, высокомерие"|Наташа Роджерс: романтичный и мечтательный|Обычно это ревнивцами
"обидчивость, принципиальность, щедрость"|"эмпатия, надёжность, жизнерадостность"|"лень, упрямство, нерешительность"|Гарри Холмс: элегантный и утонченный|"Не люблю, когда перекручивают слова"
"молчаливость, раздражительность, дисциплинированность"|"скромность, эмпатия, трудолюбие"|"ветреность, трусость, скрытность"|Гарри Беннер: альтруистичный и самоотверженный|"Типами, которые не признают ошибки"
уважительность|"эмпатия, надёжность, ответственность"|"вспыльчивость, безразличие, эгоизм"|Шреддер Арбакл: изобретательный и харизматичный|Лицемерами личностями
"назойливость, обаятельность"|"сдержанность, терпеливость, жизнерадостность"|"пессимизм, безразличие, обидчивость"|Аквамен Арбакл: сильный и благородный|С собеседниками со стереотипным мышлением
"методичность, креативность, жизнерадостность"|"честность, креативность, общительность"|"обидчивость, лживость, безразличие"|Аквамен Женщина: адаптивный и гибкий|Кто ведут себя снисходительно
"истеричность, самодостаточность, миролюбие"|"тактичность, оптимизм, эмпатия"|"пессимизм, упрямство, нетерпеливость"|Шреддер Доу: творческий и вдохновляющий|Кто приписывают плохие мотивы
"ответственность, эгоизм"|"надёжность, оптимизм, терпеливость"|"пессимизм, высокомерие, безответственность"|Лоис Арбакл: настойчивый и целеустремленный|"Собеседниками, которые не понимают юмор"
"честность, доброта"|"трудолюбие, тактичность, честность"|"пессимизм, лень, неряшливость"|Северус Уизли: страстный и принципиальный|С постоянно жалующимися индивидами
"эмпатия, мудрость, безжалостность"|"общительность, честность, эмпатия"|"лень, грубость, упрямство"|Бэтмен Микеланджело: альтруистичный и самоотверженный|Обычно это слишком серьезными
"доброта, неряшливость"|"справедливость, эмпатия, ответственность"|"раздражительность, пессимизм, упрямство"|Гарри Уотсон: элегантный и утонченный|С людьми со скрытой агрессией
"серьёзность, тщеславие, целеустремлённость"|"честность, надёжность, целеустремлённость"|"неряшливость, обидчивость, вспыльчивость"|Гимли Роджерс: адаптивный и гибкий|"Те, кто читают нотации"
"нерешительность, принципиальность, мечтательность, оптимизм"|"трудолюбие, надёжность, креативность"|"жадность, трусость, раздражительность"|Харли Уотсон: практичный и надежный|Трудно с грубиянами
"благородство, расчётливость"|"тактичность, оптимизм, терпеливость"|"пессимизм, вспыльчивость, эгоизм"|Гарфилд Старк: добрый и мудрый|"Людьми, которые читают нотации"
"необязательность, оптимизм"|"честность, доброта, щедрость"|"безответственность, жадность, ветреность"|Хан Смит: адаптивный и гибкий|Сложно с персонами с комплексом превосходства
"корыстолюбие, эмпатия"|"щедрость, общительность, аналитичность"|"педантичность, раздражительность, пессимизм"|Наташа Тайлер: оптимистичный и энергичный|Импульсивными личностями
"молчаливость, щедрость, деликатность, цинизм"|"честность, уверенность, смелость"|"интроверсия, лень, лживость"|Лоис Поттер: веселый и остроумный|Если с кучей предрассудков
эмпатия|"отзывчивость, ответственность, спокойствие"|"агрессивность, лживость, высокомерие"|Шерлок Соло: тактичный и проницательный|"Не люблю, когда не понимают юмор"
"альтруизм, субъективность"|"оптимизм, тактичность, щедрость"|"пессимизм, лень, неряшливость"|Доктор Уизли: сильный и благородный|Когда постоянно критикуют
благородство|"оптимизм, тактичность, великодушие"|"упрямство, интроверсия, жадность"|Гарри Куинн: изобретательный и харизматичный|"Люди, которые постоянно критикуют"
справедливость|"оптимизм, щедрость, смелость"|"агрессивность, нерешительность, эгоизм"|Хан Ли: решительный и преданный|Сложно с товарищами с негативным настроем
терпеливость|"общительность, ответственность, спокойствие"|"высокомерие, агрессивность, импульсивность"|Лея Теннант: страстный и принципиальный|Со всеми сложно
"расчётливость, деликатность"|"ответственность, общительность, терпеливость"|"жадность, нерешительность, прагматизм"|Харли Нобл: чуткий и заботливый|Нытиками
"самостоятельность, порядочность, трусость"|"уверенность, справедливость, креативность"|"эгоизм, лживость, вспыльчивость"|Бэтмен Микеланджело: практичный и надежный|"Те, кто не понимают юмор"
"сангвиничность, тщеславие, миролюбие, оптимизм"|"уверенность, щедрость, общительность"|"нерешительность, высокомерие, агрессивность"|Сэм Беннер: изобретательный и харизматичный|Не нахожу контакта с циниками
"организованность, справедливость, агрессивность"|"целеустремлённость, уверенность, смелость"|"обидчивость, лживость, безразличие"|Кларк Тайлер: адаптивный и гибкий|Трудно с ревнивцами
"принципиальность, злопамятность, экстраверсия"|"уверенность, смелость, отзывчивость"|"педантичность, трусость, высокомерие"|Тони Смит: оптимистичный и энергичный|С занудами людьми
щедрость|"щедрость, мечтательность, эмпатия"|"обидчивость, жадность, эгоизм"|Дамблдор Аллен: романтичный и мечтательный|Молчунами - это проблема
"холеричность, уважительность"|"целеустремлённость, щедрость, жизнерадостность"|"нетерпеливость, обидчивость, упрямство"|Дамблдор Ли: спокойный и наблюдательный|Обычно это высокомерными
"порядочность, отзывчивость"|"великодушие, целеустремлённость, сдержанность"|"вспыльчивость, безразличие, нетерпеливость"|Арагорн Холмс: оптимистичный и энергичный|Не нахожу контакта с болтунами
"проницательность, надёжность, великодушие"|"креативность, сдержанность, общительность"|"обидчивость, безответственность, интроверсия"|Кларк Беннер: творческий и вдохновляющий|Не нахожу контакта с занудами
"терпеливость, жестокость"|"рассудительность, честность, общительность"|"безответственность, ветреность, агрессивность"|Шерлок Смит: настойчивый и целеустремленный|Обычно это циниками
"оптимизм, деликатность"|"общительность, тактичность, ответственность"|"грубость, ветреность, неряшливость"|Арагорн Романова: творческий и вдохновляющий|Сложно с товарищами без чувства юмора
"бесстрастность, тактичность"|"справедливость, ответственность, щедрость"|"обидчивость, высокомерие, безразличие"|Шреддер Бонд: оптимистичный и энергичный|Кто прикидываются жертвами
"скрытность, пренебрежительность, благородство, адаптивность"|"справедливость, честность, терпеливость"|"безразличие, агрессивность, раздражительность"|Спок Арбакл: адаптивный и гибкий|Циничными ко всему
"ветреность, скромность"|"честность, справедливость, общительность"|"эгоизм, высокомерие, раздражительность"|Тони Соло: оптимистичный и энергичный|"Люди, которые игнорируют факты"
"миролюбие, пластичность, доброта"|"рассудительность, ответственность, доброта"|"интроверсия, высокомерие, эгоизм"|Аквамен Смит: настойчивый и целеустремленный|Товарищами со скрытой агрессией
"чувство юмора, великодушие"|"великодушие, отзывчивость, доброта"|"нерешительность, неряшливость, трусость"|Мастер Романова: творческий и вдохновляющий|"Те, у кого с завышенным ЧСВ"
"организованность, самодостаточность, истеричность, чуткость"|"жизнерадостность, великодушие, эмпатия"|"вспыльчивость, грубость, безразличие"|Сэм Беннер: добрый и мудрый|Лицемерами персонами
"консервативность, отзывчивость, верность"|"тактичность, надёжность, терпеливость"|"грубость, безразличие, нетерпеливость"|Роза Куинн: спокойный и наблюдательный|"Те, кто переходят на личности"
"оптимизм, ответственность"|"терпеливость, великодушие, надёжность"|"пессимизм, трусость, консервативность"|Бэтмен Бонд: хитрый и находчивый|С типами без эмпатии
"гибкость, ветреность"|"эмпатия, оптимизм, терпеливость"|"зависть, агрессивность, амбициозность"|Брюс Аллен: страстный и принципиальный|Если с завышенным ЧСВ
"прямолинейность, миролюбие, доброта"|"великодушие, трудолюбие, терпеливость"|"раздражительность, лживость, неряшливость"|Черепашка Лейн: хитрый и находчивый|"Не люблю, когда не слышат других"
"педантичность, деликатность"|"доброта, надёжность, оптимизм"|"безответственность, лень, вспыльчивость"|Джон Бейн: адаптивный и гибкий|"Люди, которые не признают ошибки"
"проницательность, внимательность"|"общительность, честность, уверенность"|"упрямство, высокомерие, раздражительность"|Джеймс Женщина: храбрый и умный|Склочниками
"самодостаточность, ответственность, скромность, эгоизм"|"общительность, щедрость, трудолюбие"|"эгоизм, пессимизм, безответственность"|Рон Доу: решительный и преданный|"Не люблю, когда вечно перебивают"
"жизнерадостность, справедливость, неряшливость"|"жизнерадостность, доброта, смелость"|"раздражительность, неряшливость, высокомерие"|Гендальф Беннер: храбрый и умный|Высокомерными личностями
"меланхоличность, зависть, доброта"|"доброта, креативность, честность"|"агрессивность, высокомерие, раздражительность"|Харли Старк: страстный и принципиальный|Ханжами товарищами
"гибкость, рефлексивность, зависть, жизнерадостность"|"справедливость, доброта, терпеливость"|"вспыльчивость, агрессивность, прагматизм"|Дамблдор Кurry: чуткий и заботливый|Излишне самоуверенными персонами
"практичность, гибкость, честность"|"щедрость, терпеливость, трудолюбие"|"зависть, обидчивость, пессимизм"|Доктор Доу: хитрый и находчивый|"Не люблю, когда проецируют свои проблемы"
"уважительность, вспыльчивость"|"терпеливость, щедрость, отзывчивость"|"раздражительность, обидчивость, нерешительность"|Аквамен Кurry: страстный и принципиальный|Чаще всего это персонами
"скромность, непринуждённость, доброта"|"отзывчивость, трудолюбие, скромность"|"жадность, безразличие, грубость"|Джеймс Аллен: тактичный и проницательный|Трудно с пассивно-агрессивными
"меланхоличность, стрессоустойчивость"|"скромность, трудолюбие, ответственность"|"лень, раздражительность, нерешительность"|Донна Соло: спокойный и наблюдательный|Циниками
"доброта, лживость, ответственность"|"эмпатия, справедливость, трудолюбие"|"раздражительность, лживость, лень"|Фродо Арбакл: настойчивый и целеустремленный|Кто проецируют свои проблемы
"тактичность, чуткость"|"смелость, эмпатия, надёжность"|"агрессивность, лень, вспыльчивость"|Бэтмен Романова: веселый и остроумный|Лицемерами
"ответственность, принципиальность"|"ответственность, жизнерадостность, общительность"|"безразличие, нетерпеливость, агрессивность"|Джон Смит: адаптивный и гибкий|Сложно с типами с узким кругозором
"адаптивность, истеричность, любопытство"|"уверенность, честность, оптимизм"|"раздражительность, упрямство, прагматизм"|Хан Арбакл: альтруистичный и самоотверженный|С эмоционально закрытыми товарищами
"альтруизм, назойливость, доброта"|"креативность, целеустремлённость, честность"|"высокомерие, прагматизм, трусость"|Доктор Кент: романтичный и мечтательный|Обычно это спорщиками
"агрессивность, скромность, пластичность, верность"|"великодушие, креативность, аналитичность"|"нетерпеливость, упрямство, обидчивость"|Стив Арбакл: чуткий и заботливый|Сложно с персонами с узким кругозором
"эгоизм, верность"|"трудолюбие, прагматизм, креативность"|"интроверсия, трусость, обидчивость"|Дарси Нобл: загадочный и глубокий|Трудно с циниками
"чуткость, высокомерие, скрытность"|"терпеливость, смелость, доброта"|"упрямство, лень, грубость"|Джокер Беннер: чуткий и заботливый|Трудно с педантами
"искренность, осторожность, злопамятность"|"мечтательность, целеустремлённость, честность"|"нетерпеливость, лживость, упрямство"|Мастер Поттер: альтруистичный и самоотверженный|Если человек воспринимают всё близко к сердцу
чуткость|"отзывчивость, эмпатия, жизнерадостность"|"жадность, неряшливость, упрямство"|Брюс Оди: страстный и принципиальный|С грубиянами типами
"надёжность, болтливость, прямолинейность, тактичность"|"жизнерадостность, великодушие, отзывчивость"|"грубость, эгоизм, нерешительность"|Джокер Уотсон: изобретательный и харизматичный|"Те, кто воспринимают всё близко к сердцу"
"рассудительность, отзывчивость, интроверсия"|"скромность, жизнерадостность, общительность"|"безответственность, пессимизм, неряшливость"|Гарри Скайуокер: изобретательный и харизматичный|"Те, кто перекручивают слова"
"гибкость, искренность"|"надёжность, смелость, эмпатия"|"ранимость, лень, нерешительность"|Брюс Оди: альтруистичный и самоотверженный|Когда не уважают чужое мнение
"уважительность, грубость"|"эмпатия, великодушие, оптимизм"|"лень, пессимизм, нерешительность"|Фродо Соло: творческий и вдохновляющий|Сложно с товарищами с завышенным ЧСВ
"самодостаточность, трусость, терпеливость"|"ответственность, отзывчивость, честность"|"мечтательность, безразличие, вспыльчивость"|Сэм Кент: адаптивный и гибкий|Если с комплексом превосходства
"доброта, щедрость, основательность"|"великодушие, жизнерадостность, эмпатия"|"лживость, высокомерие, зависть"|Лоис Грейнджер: романтичный и мечтательный|Со всеми просто и легко
"смелость, харизматичность"|"ответственность, общительность, амбициозность"|"безразличие, безответственность, трусость"|Арагорн Смит: сильный и благородный|Если человек делают поспешные выводы
"недисциплинированность, жизнерадостность, трудолюбие"|"целеустремлённость, справедливость, оптимизм"|"упрямство, зависть, нетерпеливость"|Лоис Оди: загадочный и глубокий|Эмоционально закрытыми
"манипулятивность, интроверсия, терпеливость"|"щедрость, отзывчивость, эмпатия"|"упрямство, эгоизм, вспыльчивость"|Харли Женщина: настойчивый и целеустремленный|Кто вечно перебивают
"апатичность, вдохновлённость, меланхоличность"|"отзывчивость, великодушие, справедливость"|"агрессивность, упрямство, ветреность"|Шреддер Микеланджело: творческий и вдохновляющий|Эмоционально закрытыми личностями
"наблюдательность, манипулятивность, доброта"|"справедливость, терпеливость, мечтательность"|"эгоизм, безответственность, обидчивость"|Дамблдор Грейнджер: альтруистичный и самоотверженный|"Личностями, которые читают нотации"
"экстраверсия, эмпатия"|"уверенность, общительность, щедрость"|"зависть, эгоизм, раздражительность"|Чудо Доу: оптимистичный и энергичный|Обычно это нарциссами
"уверенность, надменность, вдумчивость"|"отзывчивость, великодушие, уверенность"|"зависть, жадность, лживость"|Стив Беннер: решительный и преданный|Индивидами с узким кругозором
"трудолюбие, щедрость"|"общительность, трудолюбие, эмпатия"|"эгоизм, неряшливость, безответственность"|Гермиона Уотсон: добрый и мудрый|Обычно это скептиками
искренность|"тактичность, эмпатия, великодушие"|"зависть, упрямство, жадность"|Харли Соло: настойчивый и целеустремленный|"Типами, которые преувеличивают проблемы"
"доброта, адаптивность"|"общительность, тактичность, эмпатия"|"лживость, ветреность, безразличие"|Джокер Ли: изобретательный и харизматичный|"Типами, которые делают поспешные выводы"
"справедливость, деликатность, бесстрастность"|"доброта, честность, мечтательность"|"трусость, безответственность, зависть"|Бэтмен Кurry: чуткий и заботливый|"Людьми, которые игнорируют факты"
"великодушие, дисциплинированность, независимость"|"щедрость, отзывчивость, прагматизм"|"вспыльчивость, нерешительность, лживость"|Гендальф Нобл: настойчивый и целеустремленный|Когда читают нотации
"верность, высокомерие"|"справедливость, надёжность, амбициозность"|"зависть, пессимизм, вспыльчивость"|Бэтмен Беннер: адаптивный и гибкий|Сложно с товарищами без эмпатии
"конфликтность, рассудительность"|"аналитичность, смелость, ответственность"|"вспыльчивость, высокомерие, упрямство"|Брюс Женщина: веселый и остроумный|Высокомерными - это проблема
"решительность, нейтралитет, злопамятность, скромность"|"смелость, трудолюбие, щедрость"|"грубость, обидчивость, высокомерие"|Мастер Снейп: веселый и остроумный|Когда не слышат других
"чувство юмора, эгоизм, независимость"|"уверенность, доброта, целеустремлённость"|"безразличие, агрессивность, зависть"|Хан Бонд: страстный и принципиальный|С индивидами со скрытой агрессией
"скромность, общительность"|"смелость, жизнерадостность, прагматизм"|"мечтательность, упрямство, безразличие"|Тони Куинн: добрый и мудрый|"Персонами, которые проецируют свои проблемы"
деликатность|"уверенность, эмпатия, целеустремлённость"|"импульсивность, неряшливость, лень"|Шреддер Снейп: добрый и мудрый|Типами с кучей предрассудков
"проницательность, мудрость, серьёзность"|"целеустремлённость, терпеливость, эмпатия"|"жадность, обидчивость, нерешительность"|Джокер Роджерс: добрый и мудрый|Людьми с комплексом превосходства
"аналитичность, организованность"|"надёжность, скромность, ответственность"|"жадность, зависть, импульсивность"|Рон Женщина: альтруистичный и самоотверженный|Если человек говорят только о себе
жизнерадостность|"щедрость, уверенность, доброта"|"амбициозность, агрессивность, раздражительность"|Гимли Женщина: настойчивый и целеустремленный|Если человек ищут повод для спора
"вдохновлённость, самостоятельность"|"тактичность, великодушие, трудолюбие"|"раздражительность, нетерпеливость, пессимизм"|Аквамен Снейп: альтруистичный и самоотверженный|"Не люблю, когда ведут себя снисходительно"
ответственность|"эмпатия, великодушие, целеустремлённость"|"раздражительность, грубость, жадность"|Гермиона Кент: элегантный и утонченный|Не нахожу контакта с манипуляторами
"осторожность, небрежность, оптимизм"|"оптимизм, великодушие, терпеливость"|"консервативность, высокомерие, лживость"|Шреддер Тайлер: решительный и преданный|С болтунами персонами
"дисциплинированность, внимательность"|"уверенность, общительность, щедрость"|"безразличие, агрессивность, эгоизм"|Брюс Холмс: страстный и принципиальный|Грубиянами
"деспотичность, наблюдательность, стрессоустойчивость"|"щедрость, целеустремлённость, терпеливость"|"эгоизм, упрямство, безответственность"|Леголас Грейнджер: страстный и принципиальный|Склочниками личностями
ответственность|"отзывчивость, смелость, оптимизм"|"лживость, трусость, зависть"|Джеймс Кент: адаптивный и гибкий|Персонами с негативным настроем
"рассудительность, адаптивность, упрямство"|"эмпатия, справедливость, общительность"|"нетерпеливость, безответственность, раздражительность"|Гендальф Микеланджело: хитрый и находчивый|Пессимистами - это проблема
"щедрость, деликатность"|"экстраверсия, общительность, ответственность"|"обидчивость, нетерпеливость, лживость"|Брюс Грейнджер: элегантный и утонченный|Высокомерными людьми
оптимизм|"щедрость, смелость, мечтательность"|"обидчивость, нетерпеливость, агрессивность"|Джон Вейн: творческий и вдохновляющий|"Не люблю, когда ищут повод для спора"
"трудолюбие, ответственность"|"великодушие, ответственность, справедливость"|"пессимизм, нетерпеливость, жадность"|Спок Поттер: чуткий и заботливый|Сложно с типами с негативным настроем
"терпеливость, щедрость"|"честность, ответственность, доброта"|"трусость, раздражительность, высокомерие"|Мастер Оди: романтичный и мечтательный|"Те, кто ведут себя высокомерно"
"самообладание, вдохновлённость"|"честность, надёжность, тактичность"|"зависть, вспыльчивость, грубость"|Хан Теннант: сильный и благородный|"Люди, которые смотрят свысока"
"самостоятельность, аккуратность"|"креативность, жизнерадостность, щедрость"|"педантичность, безразличие, лень"|Аквамен Ли: оптимистичный и энергичный|Сложно с товарищами с узким кругозором
"субъективность, лицемерие, верность"|"скромность, надёжность, смелость"|"нерешительность, жадность, безответственность"|Рон Грейнджер: храбрый и умный|С лицемерами типами
